Classic Editor,https://ru.wordpress.org/plugins/classic-editor/,1045
Akismet Spam Protection,https://ru.wordpress.org/plugins/akismet/,928
"Jetpack предназначен для защиты, резервного копирования, повышения скорости работы и развития вашего сайта WordPress",https://ru.wordpress.org/plugins/jetpack/,1722
Classic Widgets,https://ru.wordpress.org/plugins/classic-widgets/,192
Classic Editor,https://ru.wordpress.org/plugins/classic-editor/,1045
Akismet Spam Protection,https://ru.wordpress.org/plugins/akismet/,928
"Jetpack РїСЂРµРґРЅР°Р·РЅР°С‡РµРЅ РґР»СЏ Р·Р°С‰РёС‚С‹, СЂРµР·РµСЂРІРЅРѕРіРѕ РєРѕРїРёСЂРѕРІР°РЅРёСЏ, РїРѕРІС‹С€РµРЅРёСЏ СЃРєРѕСЂРѕСЃС‚Рё СЂР°Р±РѕС‚С‹ Рё СЂР°Р·РІРёС‚РёСЏ РІР°С€РµРіРѕ СЃР°Р№С‚Р° WordPress",https://ru.wordpress.org/plugins/jetpack/,1722
Classic Widgets,https://ru.wordpress.org/plugins/classic-widgets/,192
